,genero,edad,ubicacion,ubicacion_otra,opinion,actividades,actividades_open,circulacion,circulacion_open,id_encuestado,fecha,ubicacion_tot
275,Mujer,Entre 56 y 65 años,Otra provincia,Tucumán,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,estoy jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"la circulacion esta bien, pero entre jurisdicciones que tengan pocos a nada de casos",,"7/2/2020, 9:33:13 PM",Tucumán
276,Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Noo,,"7/2/2020, 9:43:30 PM",Santa Fe
277,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 9:44:46 PM",Provincia de Buenos Aires
278,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy paciente d riesgo trabaje hasta el 8-6 el.neumonologo no m dejo seguir trabajando soy enfermera,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 9:48:39 PM",Provincia de Buenos Aires
279,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,"Me quedé sin clientes, realizaba viandas y como la mayoría de los restaurantes comenzaron a vender almuerzos yo ya no pude competir con los precios.me quedé sin clientes y sin trabajo",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Solo entre provincias declaradas zonas blancas,,"7/2/2020, 10:16:45 PM",Córdoba
280,Mujer,Entre 46 y 55 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",salud ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,EVITAR QUEDAR EN MANOS DE MAFIOSOS No caer en falsas dicotomías,,"7/2/2020, 10:28:15 PM",Mendoza
281,Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Empleada administrativa ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Con cuarentena al ingresar,,"7/2/2020, 10:40:37 PM",Ciudad Autónoma de Buenos Aires
282,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 10:46:08 PM",Provincia de Buenos Aires
283,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Tengo vivero echo x mi,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Porque tomando recaudos se puede ,,"7/2/2020, 11:42:39 PM",Provincia de Buenos Aires
284,Mujer,Entre 46 y 55 años,Otra provincia,Río Negro,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",REALIZO CURSOS PRESENCIALES DE FORMACION PROFESIONAL,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,TODOS LOS CIUDADANOS TENEMOS EL DERECHO CONSTITUCIONALMENTE CONSAGRADO DE CIRCULAR EN LIBERTAD,,"7/2/2020, 11:51:44 PM",Río Negro
285,Mujer,Entre 46 y 55 años,Otra provincia,Jujuy,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Autónomo,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con recaudos ,,"7/3/2020, 12:14:16 AM",Jujuy
286,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy una persona con muchas enfermedades así que trabajo como doméstica siempre que la salud me lo permite ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Es correr el riesgo de contagio o de contagiar.. Creo que debemos hacer una ectricta cuarentena para que esta pandemia termine, las cosas a medias no sirven",,"7/3/2020, 12:23:03 AM",Provincia de Buenos Aires
287,Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Administrativa,,Basta de encierro basta de atropellos ¡,,"7/3/2020, 1:00:32 AM",Ciudad Autónoma de Buenos Aires
288,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Soy docente.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Que es parte de poder movernos libremente. ,,"7/3/2020, 1:07:09 AM",Provincia de Buenos Aires
289,Mujer,Entre 46 y 55 años,Otra provincia,Entre Ríos,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Dependo del Ministerio de Infraestructura ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Hacemos circular el virus,,"7/3/2020, 8:41:43 AM",Entre Ríos
290,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Necesito mudar cosas desde otra provincia,,"7/3/2020, 11:22:18 PM",Provincia de Buenos Aires
291,Hombre,Entre 46 y 55 años,Otra provincia,Chaco,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Docente,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 2:58:00 PM",Chaco
292,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,necesaria. con protocolo,,"6/28/2020, 3:06:16 PM",Provincia de Buenos Aires
293,Hombre,Entre 46 y 55 años,Otra provincia,Entre Ríos,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Sonido,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 3:35:02 PM",Entre Ríos
294,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 3:59:09 PM",Provincia de Buenos Aires
295,Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Changas,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 4:02:52 PM",Ciudad Autónoma de Buenos Aires
296,Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 4:21:14 PM",Ciudad Autónoma de Buenos Aires
297,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 4:23:58 PM",Provincia de Buenos Aires
298,Hombre,Entre 56 y 65 años,Otra provincia,Neuquén,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Enfermero ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Entre mi provincia y río negro hay casos activos sobre todo entre neuquen y el alto valle y entre bariloche y el sur de mi provincia,,"6/28/2020, 4:55:48 PM",Neuquén
299,Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 5:20:01 PM",Ciudad Autónoma de Buenos Aires
300,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 5:22:51 PM",Provincia de Buenos Aires
301,Hombre,Entre 56 y 65 años,Otra provincia,Mendoza,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 5:28:52 PM",Mendoza
302,Hombre,Entre 56 y 65 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy electricista de obras independiente,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Demasiado riesgoso para provincias sin contagios,,"6/28/2020, 5:31:08 PM",Mendoza
303,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 5:32:12 PM",Provincia de Buenos Aires
304,Hombre,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Nada que decir,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Indispensable,,"6/28/2020, 6:10:25 PM",Santa Fe
305,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 6:16:09 PM",Provincia de Buenos Aires
306,Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",particular por mi cuenta,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,es imposi ble ahora,,"6/28/2020, 6:24:06 PM",Ciudad Autónoma de Buenos Aires
307,Hombre,Entre 46 y 55 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Profesional independiente,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesario para la economía del país,,"6/28/2020, 6:29:04 PM",Santa Fe
308,Hombre,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",D DOCENTE ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Necesario con controles bien realizados y seguimiento,,"6/28/2020, 7:05:41 PM",Córdoba
309,Hombre,Entre 56 y 65 años,Otra provincia,Neuquén,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 7:44:59 PM",Neuquén
310,Hombre,Entre 46 y 55 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Soy electricista y vivo de changas y se cortaron mucho,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Si se tiene cuidados y van entre provincias blancas esta bien,,"6/28/2020, 8:09:59 PM",Córdoba
311,Hombre,Entre 56 y 65 años,Otra provincia,Río Negro,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Changas de todo un poco pero muy dificil,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No debe ser permitida hasta que pase la pandemia incluidos los politicos,,"6/29/2020, 7:43:09 PM",Río Negro
312,Hombre,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,,,,Flota en el aire el virus no cae al piso y puede ser impulsado por el viento a otras ciudades muy lejanas ,,"6/29/2020, 7:55:16 PM",Santa Fe
313,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Soy pintor ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 7:56:58 PM",Provincia de Buenos Aires
314,Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,,Trabajé cuando pude hacerlo,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:03:17 PM",Provincia de Buenos Aires
315,,,,,,,,,,,"6/29/2020, 8:18:41 PM",
316,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:19:57 PM",Provincia de Buenos Aires
317,Hombre,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Soy un laburante,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:46:50 PM",Provincia de Buenos Aires
318,Hombre,Entre 56 y 65 años,Otra provincia,San Juan,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:55:43 PM",San Juan
319,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 9:15:37 PM",Provincia de Buenos Aires
320,Hombre,Entre 36 y 45 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 9:29:57 PM",Ciudad Autónoma de Buenos Aires
321,Hombre,Entre 46 y 55 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Soy consultor de esatdistica educativa y reclutador remoto.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Solo entre provincias con muy pocos casos y tomando las medidas de control del caso.,,"6/29/2020, 9:31:54 PM",Santa Fe
322,Hombre,Entre 46 y 55 años,Otra provincia,Mendoza,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Turismo,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con mucho control sería bueno. ,,"6/29/2020, 9:36:27 PM",Mendoza
323,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 9:44:02 PM",Provincia de Buenos Aires
324,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Actividad esencial. Financiera,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Debe establecerse un bloqueo al AMBA dado el inadecuado comportamiento de parte de sus habitantes,,"6/29/2020, 9:48:44 PM",Provincia de Buenos Aires
325,Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Trabajo de cuentapropista. Sector servicios,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Mo se puede cerrar la circulación. Hay que controlarla pero no prohibirla,,"6/29/2020, 9:51:12 PM",Provincia de Buenos Aires
326,Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Soy una persona operado del corazon x ende estoy encerrado.cuidandome y mi familia me ayuda a poder comer lo que si...ya se hace muy dificil poder comprar alimentos pagar los impuestos e.t.c,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Y lo unico que opino es que mientras familias puedan comer se seguira pero si no tienen para comer es imposible quedarse en casa,,"6/29/2020, 9:51:21 PM",Ciudad Autónoma de Buenos Aires
327,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 9:58:05 PM",Provincia de Buenos Aires
328,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Visitador médico,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 10:03:13 PM",Provincia de Buenos Aires
329,Mujer,Entre 36 y 45 años,Otra provincia,Chubut,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",docencia sin sueldo ni internet,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,n,,"6/29/2020, 10:07:19 PM",Chubut
330,Hombre,Entre 56 y 65 años,Otra provincia,Tucumán,La cuarentena ya no es tan necesaria,No trabajo ni estudio,"Trabajo en logística, estoy parado",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Mientras se tomen los recaudos necesarios, distanciamiento, tapa boca, etc., sería conveniente",,"6/29/2020, 10:13:40 PM",Tucumán
331,Hombre,Entre 46 y 55 años,Otra provincia,Formosa,La cuarentena ya no es tan necesaria,,Trabajo en mi casa... tengo un emprendimiento autónomo ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"No hay insumos, no hay materiales si esto sigue se para todo",,"6/29/2020, 10:24:47 PM",Formosa
332,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 10:38:52 PM",Provincia de Buenos Aires
333,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Hasta que no se aplane la curva no es conveniente,,"6/29/2020, 10:58:46 PM",Provincia de Buenos Aires
334,Hombre,Entre 46 y 55 años,Otra provincia,Santa Fe,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Lamentablemente., la gente es muy irresponsable y no mantiene ni respeta de las medidas de seguridad sugeridas en esta pandemia.",,"6/29/2020, 11:13:23 PM",Santa Fe
335,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Desocupado por la pandemia,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias, Lo que sea esencial,,"6/29/2020, 11:19:02 PM",Provincia de Buenos Aires
336,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,No debería dejarse circular si una de las provincias tiene alto nivel de contagio porque perjudicaría a la de menor contagio,,"6/29/2020, 11:24:18 PM",Provincia de Buenos Aires
337,Hombre,Entre 46 y 55 años,Otra provincia,Jujuy,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",ordeno y arreglo mi casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,se tienen q dejar de circular,,"6/29/2020, 11:24:52 PM",Jujuy
338,Otro,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Hacerme la paja sin ganas,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Son todos putos, pero los cordobeses se tragan la leche",,"6/29/2020, 11:36:25 PM",Provincia de Buenos Aires
339,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy enfermero retirado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Siempre y cuando se intencifiquen los controles y se tomen las medidas pertinentes al caso, y sanciones ejemplares a ciudadanos que no las cumplan y mucho más a funcionarios encargados de hacerlas cumplir",,"6/30/2020, 12:23:49 AM",Provincia de Buenos Aires
340,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",La policia y los de enfermería. Defensa Civil .el gobierno y municipales  son impunes ala pandemia ... mientras yo me estoy en casa ,,,,"6/30/2020, 12:35:08 AM",Provincia de Buenos Aires
341,Hombre,Entre 46 y 55 años,Otra provincia,Catamarca,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 12:46:43 AM",Catamarca
342,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy empleado en una empresa no esencial.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Se debería mantener una especie de restricción de circulación entre provincias ya que algunas tienen muy bajo el tema del contagio y podrían ser damnificadas si hubiera libre circulación.,,"6/30/2020, 1:16:07 AM",Provincia de Buenos Aires
343,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Soy chofer de combis,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Me parece muy bien,,"6/30/2020, 1:26:28 AM",Provincia de Buenos Aires
344,Hombre,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",profesional independiente de la construccion,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,aislamiento en provincias con casos mayor que un cierto numero y crecimiento,,"6/30/2020, 1:47:24 AM",Santa Fe
345,Hombre,Entre 36 y 45 años,Otra provincia,Río Negro,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Soy docente y trabajo en forma virtual con los estudiantes. ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Si existen los controles Inter provinciales con la salud, motivos del ingreso a otras provincias referido a esta pandemia se podría circular.",,"6/30/2020, 1:47:32 AM",Río Negro
346,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","Venta comercio,  esa es mi actividad, y puedo asegurar el descontrol e irresponsabilidad del ciudadano.",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Con los próximos brotes de enfermedades respiratorios por el invierno, esto puede ser un caos.",,"6/30/2020, 1:49:48 AM",Provincia de Buenos Aires
347,Hombre,Entre 46 y 55 años,Otra provincia,Entre Ríos,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en Salud Mentql y lamentablemente no tengo el privilegio de poder quedarme en casa .Debo arriesgar mi salud por mi vocación.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Pienso que los que pretenden vivir como si el virus no existiese son tan cómplices como los que vivían como si el genocidio del proceso militar no hubiera existido, con la gravedad que desde 1976 a 1982 hubo 30mil desaparecidos, y en Brasil en 4 meses más de 52 mil. Esto transformó el virus en Brasil en un genocidio ",,"6/30/2020, 5:00:49 AM",Entre Ríos
348,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 6:16:01 AM",Provincia de Buenos Aires
349,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 6:36:54 AM",Provincia de Buenos Aires
350,Hombre,Entre 46 y 55 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Empleado de comercio,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Es necesario, intercambio de bienes y servicios",,"6/30/2020, 7:35:30 AM",Santa Fe
351,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es muy necesaria para que lleguen alimentos insumos etc,,"6/30/2020, 8:58:39 AM",Provincia de Buenos Aires
352,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,endeudado cada día mas,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,los políticos viajan entre provincias llevando nuestro dinero xq no lo podemos hacer nosotros? vean la cantidad de aviones y helicópteros que circulan,,"6/30/2020, 9:16:29 AM",Provincia de Buenos Aires
353,Hombre,Entre 46 y 55 años,Otra provincia,Entre Ríos,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 10:08:46 AM",Entre Ríos
354,Hombre,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con los cuidados necesarios por la economía ,,"6/30/2020, 10:53:01 AM",Santa Fe
355,Hombre,Entre 46 y 55 años,Otra provincia,La Pampa,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Mecánico EMPRESA transporte,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Siguiendo todos los protocolos,,"6/30/2020, 11:35:16 AM",La Pampa
356,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Profecional independiente ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 12:04:10 PM",Provincia de Buenos Aires
357,Hombre,Entre 46 y 55 años,Otra provincia,Chubut,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Primero entre ciudades de una misma provincia.......y luego de meses a otras provincias,,"6/30/2020, 12:11:12 PM",Chubut
358,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Gastronomia,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Respetando protocolos y controles,,"6/30/2020, 12:27:25 PM",Provincia de Buenos Aires
359,Hombre,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Desocupado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Necesario solo por trabajo. ,,"6/30/2020, 1:01:26 PM",Ciudad Autónoma de Buenos Aires
360,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",SOY HERRERO Y NUNCA HABILITARON,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 1:17:26 PM",Provincia de Buenos Aires
361,Hombre,Entre 36 y 45 años,Otra provincia,Santa Fe,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Material para corralobes,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Aislar laa pcia de bsas chaco y entre rios completamente ,,"6/30/2020, 1:23:26 PM",Santa Fe
362,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Trámite de jubilación ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 1:42:12 PM",Provincia de Buenos Aires
363,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Remisero,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,X q todavia esta latente el contaguio ,,"6/30/2020, 1:47:32 PM",Provincia de Buenos Aires
364,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Porque no es actividad esencial.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Depende del nivel epidemiológico de ellas.,,"6/30/2020, 1:48:11 PM",Provincia de Buenos Aires
