¿Cuál es tu género?,¿Cuál es tu edad?,¿Dónde vivís?,Si seleccionaste 'Otra provincia' ¿Podrías contarnos cuál?,¿Cuál es tu opinión sobre la cuarentena?,Si trabajás o estudiás ¿Pudiste hacerlo desde tu casa? ,Te dejamos este espacio para que nos cuentes más sobre tu actividad,¿Qué pensas de que se pueda volver a circular entre provincias?,Te dejamos este espacio para que nos cuentes qué pensas sobre la circulación entre provincias,Submitter,Submission Date
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Comercio,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Con los controles de rigor ,,"7/1/2020, 2:29:32 PM"
Hombre,Más de 66 años,Otra provincia,Chubut,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Desocupado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 2:33:36 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Hago changas de chofer de remis,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Este virus nos trajo un cambio de costumbres y cuidados necesarios para circular y mientras los cabeza de termo no sean concientes de que es muy contagioso no se yendrian que habrir la circulacion entre las provincias,,"7/1/2020, 4:02:16 PM"
Hombre,Más de 66 años,Otra provincia,Córdoba ,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Médico patologo,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Entre provincias q tienen pocos casos de virus, mejor seguir la Constitución Nacional, libre circulación. ",,"7/1/2020, 4:09:31 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Cuando pase el pico de la pandemia, se puede pensar sobre la circulación entre provincias",,"7/1/2020, 4:29:39 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Contagia ,,"7/1/2020, 4:35:26 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Soy jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 5:49:36 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:16:18 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:21:50 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:30:35 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,"Jubilado, ayudando a hijos y nietos del modo posible vía Internet.",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Mientras exista el peligro de contagios ... cero circulación es necesaria.,,"7/1/2020, 6:39:32 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 7:21:53 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilado.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,solo entre aquellas donde no hay circulación activa del virus.,,"7/1/2020, 7:36:14 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Cordoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilada.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 7:45:53 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Chubut,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 8:20:29 PM"
Hombre,Más de 66 años,Otra provincia,Chaco,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Peligrosa por la circulacion drl virus.,,"7/1/2020, 8:27:22 PM"
Prefiero no contestar,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Si se siguen las normas y cuidados no veo el impedimento,,"7/1/2020, 8:33:18 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 8:48:48 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Nqn,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Es necesaria en algunos casos,,"7/1/2020, 9:00:57 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","Vendo Libros de Medicina y Enfermería, en Hospitales y Clínicas Privadas en forma Presencial en zona Sur, La Plata, Berisso, Ensenada, Gonnet. ",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Habría que ir Liberando, pero con protocolos, muy finitos, para preservar las zonas dónde el Virus no tiene demasiado Impacto, es un Virus de rápida propagación. ",,"7/1/2020, 9:01:14 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 10:13:00 PM"
Hombre,Más de 66 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Periodista Agropecuario,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Tiene que ser normal , miren las estadisticas de muertes  de otras enfermedades esto es una mentira aprovechada ",,"7/1/2020, 10:38:25 PM"
Hombre,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,JUBILADO,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,SI NO CONTAGIA ME PARECE BIEN,,"7/1/2020, 11:39:51 PM"
Hombre,Más de 66 años,Otra provincia,Entre ríos ,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Solamente si es necesario ,,"7/2/2020, 12:59:18 AM"
Hombre,Más de 66 años,Otra provincia,Sta fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesario para reactivar las actividades ,,"7/2/2020, 5:20:32 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online","Sector turismo!!  Desastre, nada mas q Agegrar",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 7:48:36 AM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",Comercial,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Muy controlado,,"7/2/2020, 8:21:40 AM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Quiero ver a mis hijas  y nietos,,"7/2/2020, 8:54:00 AM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilados,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Traslado de virus,,"7/2/2020, 9:38:47 AM"
Hombre,Entre 56 y 65 años,Otra provincia,Chubut,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente educación media.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Estoy de acuerdo únicamente si es entre provincias o ciudades que estén ""libres"" del virus, vale decir que no se registraron casos o si se registraron están localizados, controlados, no ha habido aumento de casos en los últimos 14 días.",,"7/2/2020, 9:39:35 AM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 10:03:56 AM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,soy jubilado ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,la circulacion es proovedora de contagios,,"7/2/2020, 11:35:26 AM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 12:07:23 PM"
Hombre,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 1:19:52 PM"
Hombre,Más de 66 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,"¡¡Bueh!!!!Soy director,docente,actor de teatro,entre otras cosas,Toooodo parado,pero esperemos que pase pronto¿si?",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"es medio como peligroso,si no hay un control estricto¿si?",,"7/2/2020, 2:55:40 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilado y cansado del encierro.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Los responsables somos las personas no el virus.,,"7/2/2020, 3:47:44 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,SOY JUBILADO,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"EL TURISMO ESTA DESTRUIDO POR LO MENOS SE TIENE QUE PERMITIR EL TURISMO ENTRE LAS LOCALIDADES DE LA MISMA PROVINCIA, PERO SI SE AUTORIZA ENTRE PROVINCIAS MEJOR TODAVIA ",,"7/2/2020, 4:10:59 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial","Simpatizo con este virus se llevó todas las patologías, nadie muere por cáncer, infartos, dengue etc. etc.",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Con control riguroso, se debe poder, sino la nación sería la provincia donde vives ",,"7/2/2020, 4:53:09 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",administratiiva enn obra social,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 4:58:41 PM"
Hombre,Entre 56 y 65 años,Otra provincia,NEUQUEN,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",SOY ELECTRICISTA,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"NOSOTROS(NEUQUEN)TUVIMOS UN REBROTE(VENIAMOS BIEN)POR LAS MALAS (PESIMAS) DECISIONES POLITICAS EN LA VECINA PROVINCIA DE RIO NEGRO Y ALLI SE VOVIO DE CIRCULACION COMUNITARIA ESE VIRUS,,,INGRESANDO CONSTANTEMENTE CON LAS PERSONAS QUETRABAJN O RECIDEN EN NEUQUEN.",,"7/2/2020, 5:24:51 PM"
Hombre,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,SOY JUBILADO Y HAGO UNA ESTRICTA CUARENTENA,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,POR AHORA NO,,"7/2/2020, 6:32:55 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,jubilado ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,cumpliendo lo previsto ´por la cuarentena y  el aislamiento ,,"7/2/2020, 7:09:11 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 7:12:10 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Doy clase on line,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Entre provincias sería un problema, dentro de la localidad es necesario",,"7/2/2020, 7:18:42 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado..,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Debería Liberarse, manteniendo los protocolos de seguridad, hasta el fin de la Pandemia..",,"7/2/2020, 7:50:55 PM"
Hombre,Más de 66 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 8:25:17 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con protocolo,,"7/2/2020, 8:38:17 PM"
Hombre,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 8:47:08 PM"
Hombre,Más de 66 años,Otra provincia,JUJUY,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Hay que. Estudiarlo mucho,,"7/2/2020, 9:28:10 PM"
Hombre,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Ya es necesaria pero con los protocolos,,"7/2/2020, 9:41:34 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Fotografo,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Después de mas de 100 días de cuarentena ya es suficiente para tener conciencia de los cuidados a tener.,,"7/2/2020, 10:16:24 PM"
Hombre,Entre 56 y 65 años,Otra provincia,mendoza,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",medico,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Muy riesgozo ,,"7/2/2020, 10:46:12 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Tomando los recaudos necesarios?se podria viajar.A partir de Agosto,que baje la curva de contagio",,"7/2/2020, 11:58:05 PM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,soy jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias, mientras exista el virus no se puede,,"7/3/2020, 12:00:47 AM"
Hombre,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,NO HAY CONTROLES SEVEROS ,,"7/3/2020, 12:06:40 AM"
Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 12:35:06 AM"
Hombre,Más de 66 años,Otra provincia,Mendoza,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Agrícola vitivinicola,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No me parece ,,"7/3/2020, 8:27:30 AM"
Hombre,Más de 66 años,Otra provincia,Santa Fe,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Deben existir controles estrictos,,"7/3/2020, 10:53:05 AM"
