¿Cuál es tu género?,¿Cuál es tu edad?,¿Dónde vivís?,Si seleccionaste 'Otra provincia' ¿Podrías contarnos cuál?,¿Cuál es tu opinión sobre la cuarentena?,Si trabajás o estudiás ¿Pudiste hacerlo desde tu casa? ,Te dejamos este espacio para que nos cuentes más sobre tu actividad,¿Qué pensas de que se pueda volver a circular entre provincias?,Te dejamos este espacio para que nos cuentes qué pensas sobre la circulación entre provincias,Submitter,Submission Date
Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Empleado administrativo.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Es ahi donde se tiene que testear al ciudadano. Al entrar a una provincia o lo mismo en CABA, con registro de la identidad de esa muestra. Un papelito con permiso o una aplicación que me permita circular, no garantiza nada. Error de medidas de este gobierno.",,"6/30/2020, 9:26:56 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Catamarca ,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Sólo que circulen los que no tengan síntomas, o posean un testeo reciente ",,"6/30/2020, 9:27:07 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Tucumán,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","Tengo la suerte de tener un trabajo fijo, que puede ser realizado on line",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Sólo debería en permitirse entre aquellas provincias que estén en situación similar respecto a la pandemia,,"6/30/2020, 9:57:17 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Neuquen,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Sistemas,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Mucha circulacion y tomar temperatura no alcanza. Falta personal para conrrol.,,"6/30/2020, 10:16:00 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 10:23:52 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial","Siempre junto al campo , jamas contra el campo",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Somos libres y responsables el q no cumpla q vaya preso,,"6/30/2020, 10:41:25 PM"
,,,,,,,,,IDLE DATA,"6/30/2020, 10:52:44 PM"
Hombre,Entre 46 y 55 años,Otra provincia,MIsiones,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Empleado público.con licencia,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No es necesario..se evita muchos contagios,,"6/30/2020, 11:05:49 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Rio negro,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Que es importante para ver a familiares amigos realizar compras  etc,,"6/30/2020, 11:07:00 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:44:15 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Antartida,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",buscavidas,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:31:28 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 7:28:51 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Gasista,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Buenísimo,,"7/1/2020, 7:30:47 AM"
Hombre,Entre 46 y 55 años,Otra provincia,Chubut ,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo","Me dejaron sin trabajo por está cuarentena, chófer de larga distancia y, ahora nadien te da una mano. Anses es lamentable, quiero ver si puedo cobrar un fondo de desempleo, esto es cada vez más doficil. Este gobierno nacional nos quieren a todos de la clase media pobres, todavía se dan el lujo de bloquearte el Facebook, son una vergüenza nacional nuestros representante políticos ",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Este gobierno nacional quiere que las provincias estén divididas. tendríamos que circular libremente por todo el país ,,"7/1/2020, 10:27:55 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Desempleado gracias a la pandemia y la mala actuación del gobierno,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Con los cuidados nesesarios se puede sircular,,"7/1/2020, 10:38:37 AM"
Hombre,Entre 56 y 65 años,Otra provincia,Mendoza ,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Agricultor,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 11:08:26 AM"
Hombre,Entre 46 y 55 años,Otra provincia,Río negro,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Comercio,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Hay provincias y ciudades y pueblos que están totalmente controladas, en esos lugares se podría ser menos estrictos..",,"7/1/2020, 11:53:18 AM"
Hombre,Entre 46 y 55 años,Otra provincia,mendoza,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:02:55 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Operador de equipos pesados.. ( maquinaria vial),Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con los controles nesesarios se puede circular,,"7/1/2020, 12:37:55 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Tierra del fuego,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Empleado de una empresa,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,No está bien tendrían que esperar un tiempo y hacer una campaña más cevera de concientización de cuidados personales por éste tema del contagio,,"7/1/2020, 12:54:57 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 2:42:54 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Chaco,,"No, todavía no pude volver a hacerlo",Emplwado publico,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con las nomas de bioseguridad ,,"7/1/2020, 2:53:52 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en curtiembre,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesario,,"7/1/2020, 3:15:13 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,,Comerciante. En mi ciudad mi actividad está funcionando con los cuidados del caso. ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Considero que se deben ir abriendo actividades como turismo, confiterías, comunicación entre ciudades, etc. Todo con los cuidados y el distanciamiento necesarios. Por otra parte, hay que ver cuál es la verdadera dimensión de la epidemia en nuestro país y en el AMBA fundamentalmente ya que están haciendo 7000 testeos por 1.000.000 de habitantes a una tasa del 40% positivos. Eso da unos 6.000.000 de personas infectadas. Entonces uno se pregunta dónde está la verdad, cuál es el número de infectados y cuál es la tasa real de mortalidad del virus, entre otras cuestiones. ",,"7/1/2020, 5:03:27 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Santa fe,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Realizó mis tareas de forma remota (internet) y con el teléfono,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Circular entre provincias es ayudar a la circulación del virus y eso generaría que el contagio sea exponencial,,"7/1/2020, 5:16:38 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Monotributista,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Con controles por ahora. ,,"7/1/2020, 9:03:06 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Mientras haya pandemia difícil, pero ciertos casos deberían ser autorizados ",,"7/1/2020, 9:18:33 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Tucumán ,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",Soy docente ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Es necesario ,,"7/1/2020, 9:26:33 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 10:07:13 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Neuquen,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Fletero particular,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Pienso que si se puede circular entre provincias manteniendo los recaudos nesesarios y el distanciamiento preventivo,,"7/1/2020, 10:58:40 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo","Transporte ejecutivo y turismo , quebrado ",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Programada prolijamente , es la forma , lo que se tendría que haber hecho ",,"7/1/2020, 10:58:53 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Comercio,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Necesario ,,"7/1/2020, 11:08:56 PM"
Hombre,Entre 46 y 55 años,Otra provincia,San luis,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Albañil,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,No meparese racional todavía la circulación entre provincias,,"7/1/2020, 11:21:34 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 11:22:26 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Santa fe,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Inspecciono negocios,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Si el control es tan laxo como lo es en este momento no conviene que pasen de provincia a provincia. Al virus lo transportamos los humanos,,"7/1/2020, 11:29:23 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Sería mucho mejor xq hay gente que trabaja y compra mercadería de pueblo cercanos ,,"7/1/2020, 11:45:05 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 12:19:15 AM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Me permitió trabajar no línea por primera vez. Muy linda experienciañ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Se puede circular entre el 90% de las provincias pero el AMBA debe ser bloqueado totalmente,,"7/2/2020, 1:19:15 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy asesor automotriz independiente,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Hasta quw no haya vacunas es una locura podríamos llevar el virus dónde no lo hay,,"7/2/2020, 2:45:36 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Changarin.en este momento sin poder hacer nada porque padezco de 2operacion de columna la segunda me la realice en febrero sin xder realizar reavilitacion x la pandemia..,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 2:54:26 AM"
Hombre,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Desocupado  ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Riesgo de transmisión del virus,,"7/2/2020, 3:15:00 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Cuenta oropista independiente área de la construccion,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Hay otros métodos de controlar si la persona estuviese infectada,,"7/2/2020, 7:18:43 AM"
Hombre,Entre 56 y 65 años,Otra provincia,Tucuman,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en la sanidad,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Aún no podemos circular libremente,,"7/2/2020, 7:28:23 AM"
Hombre,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",TRABAJO EN HOSPITAL ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"EL VIRUS NO SE FUE ESTA AGAZAPADO ,EN LAS PROVINCIAS ARGENTINAS Y SI NO TIENEN CUIDADO VA ATACAR ,ESTA PASANDO EN EUROPA ",,"7/2/2020, 8:18:10 AM"
Hombre,Entre 56 y 65 años,Otra provincia,CORDOBA,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilado por discapacidad.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Tiene que  ser libre por todo el pais, con los recaudos para evitar los  contagios. ",,"7/2/2020, 10:32:24 AM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",tenia un reparto,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,la circulacion es contagio,,"7/2/2020, 11:00:40 AM"
Hombre,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 11:14:28 AM"
Hombre,Entre 56 y 65 años,Otra provincia,Misiones ,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Entrenador de basquet,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Por ahora imposible,,"7/2/2020, 11:50:25 AM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",tecnico en refrigeracion ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"el mayor foco de infeccion esta en al AMBA  , para que salir a contagiar a los que ya estan  mejor que nosotros",,"7/2/2020, 11:53:47 AM"
Mujer,Entre 46 y 55 años,Otra provincia,Mendoza,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 12:43:31 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Santa fe,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Automovilismo,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es muy necesaria para reactivar algunas actividades ,,"7/2/2020, 1:35:18 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,responsabilidad entre todos,,"7/2/2020, 1:49:39 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 1:53:36 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Tucuman ,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,El gobernador manzur me despidió,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,altamente peligroso,,"7/2/2020, 3:32:14 PM"
Hombre,Entre 46 y 55 años,Otra provincia,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 4:28:12 PM"
Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesaria,,"7/2/2020, 4:32:38 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Córdoba ,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Tengo trabajo estable ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Me parece bien con los recaudos necesarios ,,"7/2/2020, 5:21:44 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Estoy mal por esto .,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,La gente deve ser libre,,"7/2/2020, 5:55:35 PM"
Hombre,Entre 46 y 55 años,Otra provincia,La pampa,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Soy albañil,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Que esta perfecto entre provincias sin contagios,,"7/2/2020, 6:03:56 PM"
Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Salud,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Aun no,,"7/2/2020, 6:29:36 PM"
Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Profesor universitario. Etnologo. Escritor.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 7:07:57 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Córdoba ,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Tengo que viajar para ver y cerrar el negocio,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Provincias Blanca ningún problema,,"7/2/2020, 7:43:13 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Corrientes,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Conerciante,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Me parece necesaria ,,"7/2/2020, 7:46:31 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Neuquén ,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Soy retirado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Hay que permitir las libertades individuales ,,"7/2/2020, 9:45:46 PM"
Hombre,Entre 46 y 55 años,Otra provincia,SGO DEL ESTERO,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",SOBRECARGA DE TRABAJOS . ACTIVIDADES ESTRESANTES  ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Cada pcia debe permanecer blindada , sobre todo aquellas que tienen resultados esperanzadores . El peligro es latente . ",,"7/2/2020, 10:11:19 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 11:14:35 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 11:42:47 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 11:48:44 PM"
Hombre,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es expandir la pandemia,,"7/2/2020, 11:52:22 PM"
Hombre,Entre 46 y 55 años,Otra provincia,CHACO,La cuarentena sigue siendo algo necesaria,,Trabajo ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,No,,"7/3/2020, 12:29:59 AM"
Hombre,Entre 46 y 55 años,Otra provincia,Salta,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Docencia y trabajo particulat,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No debe hacerse,,"7/3/2020, 1:05:25 AM"
Hombre,Entre 46 y 55 años,Otra provincia,Tucumán,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy trabajador informal,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es altamente probable que el Covid-19 circule sin control,,"7/3/2020, 1:59:56 AM"
Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 6:04:26 AM"
Hombre,Entre 46 y 55 años,Otra provincia,Santa fe,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Alimentos,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Es necesario, por el intercambio de bienes y servicios",,"7/3/2020, 7:29:32 AM"
Hombre,Entre 46 y 55 años,Otra provincia,Santa Fe ,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 8:02:51 AM"
Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,hijos de puta nos estan matando,,"7/3/2020, 9:16:18 AM"
Hombre,Entre 36 y 45 años,Otra provincia,Santa fe,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Me vacune contra la gripe tome los recaudos correspondientes compre vitaminas cemtrum i seguí saliendo como sinada pasara ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Vuelve la vida normal ,,"7/3/2020, 11:50:59 AM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Remís ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Con cuidado y recaudo sí,,"7/3/2020, 12:03:51 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Santa fe,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 4:12:56 PM"
