¿Cuál es tu género?,¿Cuál es tu edad?,¿Dónde vivís?,Si seleccionaste 'Otra provincia' ¿Podrías contarnos cuál?,¿Cuál es tu opinión sobre la cuarentena?,Si trabajás o estudiás ¿Pudiste hacerlo desde tu casa? ,Te dejamos este espacio para que nos cuentes más sobre tu actividad,¿Qué pensas de que se pueda volver a circular entre provincias?,Te dejamos este espacio para que nos cuentes qué pensas sobre la circulación entre provincias,Submitter,Submission Date
Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe ,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,,,,"6/30/2020, 12:58:59 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,tres de febrero,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",empleada administrativa en empresa privada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"hay provinvcias infectadas, pero ya no se que es verdad o mentira",,"6/30/2020, 1:48:03 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Psicóloga Comerciante,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Es problemático cuando la circulación entre provincias incluye al ABBA o lugares con casos activos de coronavirus.,,"6/30/2020, 2:22:47 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Trabajo de domestica y no estamis autorizadas todavia asique esperando poder volver al trabajo,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con todos los cuidados y protocolos,,"6/30/2020, 2:40:15 PM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 4:12:56 PM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",Soy docente y me estoy enloqueciendo y enfermando por estar mucho tiempo sentada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Cada persona es responsable de cuidarse y cuidar al otro,,"6/30/2020, 4:19:10 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Soy jubilada y escritora,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Perfecto, un virus un 80% inventado ya no más cuentos!",,"6/30/2020, 5:09:06 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Santa fe ,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Comerciante,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Nesesaria,,"6/30/2020, 5:54:08 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 6:03:30 PM"
Mujer,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Mas que circular entre provincias, deberìan dejar a la responsabilidad de las personas",,"6/30/2020, 6:59:32 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Estoy criando a mi sobrina nieta desde q nació ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Me encantaría viajar a la Patagonia donde vive uno de los hijos, pero siendo q CABA está tan poblada de gente infectada por el virus, la circulación hacia allá sería terrible x el posible contagio. Hasta q no haya casos no. Pero la circulación entre provincias q no tienen casos la veo muy bien, obviamente ",,"6/30/2020, 7:13:57 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Yo creo que esta cuarentena se ha extendido demasiado y que ha comenzado muy pronto.Ahora realmente tendríamos que tener una cuarentena más estricta en estos meses de frío. Y a esto hay que agregarle que el gobierno tuvo muy en cuenta la salud y no se ha mirado la parte económica.La salud y la economía van de la mano.,,"6/30/2020, 8:00:51 PM"
Mujer,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Estudio un idioma,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 8:16:31 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 8:17:50 PM"
Mujer,Más de 66 años,Otra provincia,mendoza,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,juvilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,es delicado no sabria,,"6/30/2020, 8:48:30 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Salta ,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama d casa ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Todavía no es necesario ,,"6/30/2020, 11:22:57 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Córdoba ,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Docente particular,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Pienso que la circulación debe ser entre provincias que tienen controlados los focos de contagio.,,"6/30/2020, 11:39:25 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:50:55 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:07:44 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"No estoy de acuerdo cuando mayor circulación,mas virus.",,"7/1/2020, 12:14:29 AM"
Mujer,Entre 56 y 65 años,Otra provincia,San M de Tucumán,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Administrativa privada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Con los recaudos necesarios ,,"7/1/2020, 12:36:04 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:36:46 AM"
Mujer,Más de 66 años,Otra provincia,Entre Ríos . ,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada. Hago las tareas de la casa.  ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"No de forma inmediata. Un poco más adelante, cuando termine el invierno, si los casos hubieren disminuido, se podría circular entre las provincias.  ",,"7/1/2020, 6:14:45 AM"
Mujer,Entre 56 y 65 años,Otra provincia,Cordoba,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubolada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es peligrosa,,"7/1/2020, 7:01:42 AM"
Mujer,Más de 66 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Ya conteste,,"7/1/2020, 8:08:39 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,--------------,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,SOY PENSIONADA,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 8:26:36 AM"
Mujer,Entre 56 y 65 años,Otra provincia,Cordoba,La cuarentena ya no es nada necesaria,No trabajo ni estudio,"Soy jubilada,  cuide mis sobrinitos , xq sus padres trabajan. ",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Me parece muy bien que se comience a circular entre las provincias que son zonas blanca .,,"7/1/2020, 8:29:28 AM"
Mujer,Más de 66 años,Otra provincia,Tucumano,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 8:41:56 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 9:33:11 AM"
Mujer,Entre 56 y 65 años,Otra provincia,cordoba,La cuarentena ya no es nada necesaria,No trabajo ni estudio,soy jubilada,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,es necesario basta de estar aislados!!!!,,"7/1/2020, 9:56:29 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Salud animal,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesaria,,"7/1/2020, 10:31:20 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilad@  ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No debemos traslad@r el v~rus. Quedate en tu casa,,"7/1/2020, 11:03:51 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:02:07 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Si lo hace el estúpido del presidente y sus lacayos porque no nosotros,,"7/1/2020, 12:04:03 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Soy jubilada.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Aún no se puede entre provincias. Más adelante. Cdo esten controlados los casos en cada una,,"7/1/2020, 12:29:02 PM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"En las que no hay casos,no tendría que entrar",,"7/1/2020, 12:44:13 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Mendoza,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Nuestra prov aún no hay circulación viral,,"7/1/2020, 1:24:50 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:42:43 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Santa fe,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Evitando Bs. As.,,"7/1/2020, 1:49:49 PM"
Mujer,Entre 56 y 65 años,Otra provincia,CBA,La cuarentena ya no es tan necesaria,,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 2:23:27 PM"
Mujer,Entre 46 y 55 años,Otra provincia,NEUQUÉN CAPITAL,La cuarentena ya no es nada necesaria,,Estoy sin trabajo gracias al Gobierno  No vote a este PAYASO ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Yo soy una persona libre a mi nadie me puede prohibir salir o hacer lo que yo quiera nací libre ,,"7/1/2020, 2:40:29 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Ama de casa ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Después de 105 días todos debemos ser responsables, barbijo, distanciamiento social y lavado de manos  Única manera de reactivar el país  Encerrados no sirve  ",,"7/1/2020, 2:49:21 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Primeramente la NO circulación entre municipios, así hay menor circulación y como consecuencia exterminar el Covid-19 ",,"7/1/2020, 3:33:18 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Cordoba capital,La cuarentena ya no es tan necesaria,No trabajo ni estudio,"Jubilada, artesanias",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Depende, bs.as. deberia abstenerse de circular hasta tanto controlen un poco mas la circulacion comunutaria.",,"7/1/2020, 4:18:46 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilada docente ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es muy peligroso. Es la manera mas fácil de hacer circular el virus,,"7/1/2020, 4:32:08 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,,Solo en las provincias que este co trolodo el virus,,"7/1/2020, 4:42:17 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 4:42:58 PM"
Mujer,Más de 66 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Deberia ser de acuerdo a como vaya evolucionando la pandemia.,,"7/1/2020, 5:26:36 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 5:30:56 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","Buenas tardes, soy Auxiliar de una Escuela Primaria de Avellaneda y por ser mayor de 60 años, estoy licenciada.",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Creo que, en algún momento, éso podrá volver a hacerse y así debe ser, much@s de los que aquí vivimos, tenemos familiares en otras provincias o nos gusta recorrer, hay mucha actividad económica sustentada en el turismo lo cuál, está haciendo muy dura la situación de los hoteleros, agencias de viaje, etc. pero..éste no es el momento. Sin un tratamiento científicamente aprobado y posteriormente, si Dios quiere, una vacuna, no podemos poner en riesgo nuestras vidas, ni la de los demás.",,"7/1/2020, 5:40:15 PM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,si el presidente dice q la capital y el conurbano  llevamos el virus es mejor quedarse donde vivimos,,"7/1/2020, 5:46:00 PM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",La gente debe cuidarse sola,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Ya hay que abrir el país!,,"7/1/2020, 5:56:45 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:18:08 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Hay que esperar más y cuidarnos más!,,"7/1/2020, 6:32:19 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Santa febrero,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No la quiero,,"7/1/2020, 6:43:57 PM"
Mujer,Más de 66 años,Otra provincia,ciudad lujan2,La cuarentena ya no es nada necesaria,No trabajo ni estudio,soy jubilados y quiero bet a mis nietos y que pase pronto esto,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:52:05 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Río Negro ,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Asesorías  técnicas,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Circulación interprovincial con prudencia,,"7/1/2020, 6:59:27 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Tierra del fuego Ushuaia,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Está complicado por que no todos toman precauciones,,"7/1/2020, 7:47:09 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Cada uno cuide su provincia, su pueblo",,"7/1/2020, 7:49:19 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Soy médica y jubilada del hospital,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Preservar a provincias sin circulación,,"7/1/2020, 7:56:47 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilada ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Sólo entre provincias sin covid 19,,"7/1/2020, 8:55:50 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Por ahora no circular entre provincias,,"7/1/2020, 9:01:26 PM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Consolar a todos los que están tristes,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Si no hay  muchos casos se puede.Con todos los protocolos,,"7/1/2020, 9:20:34 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Se va trasladando el virus de un lugar a otro. Como ya pasó ,,"7/1/2020, 9:28:41 PM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 9:30:19 PM"
Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 9:59:37 PM"
Mujer,Más de 66 años,Otra provincia,Rio Negro,La cuarentena ya no es tan necesaria,No trabajo ni estudio,"Caminar, nadar, gimnasio",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Ya estamos cansados del Covid,,"7/1/2020, 10:06:14 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",No puedo trabajar,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Hicieron cuarentena correctamente,,"7/1/2020, 10:29:03 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada docente ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Se debe tener en cuenta la situación de cada provincia y no olvidarse de atender las circunstancias de muchas personas varadas en situación de riesgo y respetar sus derechos tomando los recaudos necesarios por la pandemia,,"7/1/2020, 10:52:33 PM"
Mujer,Más de 66 años,Otra provincia,Cordoba,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 11:03:14 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 11:59:40 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,En estos momentos estoy desocupada no tengo trabajo,,Medio dudoso x el virus,,"7/2/2020, 1:27:05 AM"
Mujer,Más de 66 años,Otra provincia,Córdoba ,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,No es necesario. Salvo algunas excepciones,,"7/2/2020, 1:32:15 AM"
Mujer,Entre 56 y 65 años,Otra provincia,Chaco,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Se puede desde o entre las provincias sin circulación comunitaria y con pocos casos ,,"7/2/2020, 2:33:22 AM"
Mujer,Más de 66 años,Otra provincia,Rio Negro,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Cuidar de mi pareja que padece de demencia,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Solo circulackon necesaria,,"7/2/2020, 3:03:48 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",hago todo en casa junto a mi flia,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,se debe hacer de a poco hay q aprender mucho de las secuelas q deja la pandemia,,"7/2/2020, 8:16:32 AM"
Mujer,Más de 66 años,Otra provincia,santa fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,jubilada,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,se debe poder circilar entre provincias,,"7/2/2020, 8:32:03 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,soy jubilada docente estoy ocupada siempre aunque muy enojada con el gobierno no me gusta que coarten mi libertad se que cuando salgo es por motivos de farmacia banco o super no me gusta como dan miedo y no dan esperanza no me gusta que actitudes tiene el gobierno ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,por ahira cosa que no lo hacen testeos en provincia no lo hacen,,"7/2/2020, 10:15:57 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con los protocolos sanitarios correspondientes ,,"7/2/2020, 10:53:06 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Comerciante,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con buenos controles de podría circular.,,"7/2/2020, 10:56:12 AM"
Mujer,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jUBILADO,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,HASTA QUE NO TERMINE LA PANDEMIA NO SE DEBE  CIRCULAR,,"7/2/2020, 10:56:24 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Soy jubilada,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Ya fue suficiente de no tener libertad ,,"7/2/2020, 10:58:06 AM"
Mujer,Entre 36 y 45 años,Otra provincia,Tucuman ,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Ama de casa ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Aumenta el contagio ,,"7/2/2020, 11:23:49 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 11:42:09 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 12:31:55 PM"
Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 12:47:53 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",No dependo del Estado ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Tenemos que trabajar ,,"7/2/2020, 2:37:33 PM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 2:41:30 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",docente,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,La ciruclacion de personas entre provincias puede colaborar en desparramar el contagio,,"7/2/2020, 4:31:50 PM"
Mujer,Más de 66 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Muy pronto.Misiones tiene fronteras con Brazil,Paraguay.y con la Provincia Corrientes",,"7/2/2020, 4:58:09 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 5:08:28 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Cordoba,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Cuido personas mayores ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Sol entre lugares sin casos pisitivos,,"7/2/2020, 5:29:44 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Creo que es muy difícil la circulación entre provincias mientras haya circulación de virus , sería como llevar atrás todo lo que se ha logrado hasta ahora .",,"7/2/2020, 5:35:28 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"La Matanza y algunos partidos del conurbano (Guernica, Solano, Quilmes, Florencio Varela ) pueden llegar a contagiar a todas las provincias que no tienen casos...",,"7/2/2020, 5:56:53 PM"
Mujer,Más de 66 años,Otra provincia,Chubut,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Ya debería haber circulación entre provincias.,,"7/2/2020, 5:57:12 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Que haya circulación entre provincias de bajo riesgo.,,"7/2/2020, 6:46:31 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Salud,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Estricto control es necesario para la circulación de camioneros, trabajadores, etc",,"7/2/2020, 7:12:56 PM"
