¿Cuál es tu género?,¿Cuál es tu edad?,¿Dónde vivís?,Si seleccionaste 'Otra provincia' ¿Podrías contarnos cuál?,¿Cuál es tu opinión sobre la cuarentena?,Si trabajás o estudiás ¿Pudiste hacerlo desde tu casa? ,Te dejamos este espacio para que nos cuentes más sobre tu actividad,¿Qué pensas de que se pueda volver a circular entre provincias?,Te dejamos este espacio para que nos cuentes qué pensas sobre la circulación entre provincias,Submitter,Submission Date
Mujer,Entre 46 y 55 años,Otra provincia,Interior de Formosa,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","Trabajo como vendedor ambulante , pero ya que tengo que quedarme en mi casa , puse en marcha mi manos culinarios , y mis hijos mayores de edad , ayudando en las ventas por teléfono , ",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"No me parece oportuno , mi Provincia está rodeado de otras provincias con mayor números de persona infectadas , a pesar que mi Provincia cuenta con 73 casos positivos , 63 son personas que han vuelto de ciudades con mucha circulación viral , y 10 ya se contagiaron porque son personal de la institución , quienes estaban a cargo de las personas que cumplían con la cuarentena correspondiente!!!",,"6/29/2020, 9:39:05 PM"
Mujer,Entre 46 y 55 años,Otra provincia,MENDOZA,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Estube trabajando y hacia como seis meses me quedé sin trabajo soy de riesgo y nadie quiere emplearme,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"No me parece correcto sin hay algunos irresponsables que no les importa nada especialmente los punteros políticos con tal de joder a otra provincia hacen lo que tengan que hacer, cada provincia debe cuidar y proteger a sus ciudadanos",,"6/29/2020, 10:05:30 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Santa fe,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Q,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 10:41:01 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",empleada doméstica,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,la gente no se cuida sirculan  igualmente,,"6/29/2020, 11:13:54 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:20:06 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy empleada domestica (en negro)y no volvi todavia a mi trabajo desde q se decreto el aislamiento! ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Me parece prematuro la circulacion entre provincias,,"6/30/2020, 12:18:09 AM"
Mujer,Entre 56 y 65 años,Otra provincia,Córdoba ,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Mi opinión es que buenos aires es la más complicada ,,"6/30/2020, 12:32:16 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Comercio,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Solo si es necesario ,,"6/30/2020, 1:00:08 AM"
Mujer,Entre 56 y 65 años,Otra provincia,San luis,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Modista,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Pienso que tiene que estar controlada la circulacion porque traen el virus desde las provincias donde esta el virus a donde no hay,,"6/30/2020, 1:12:26 AM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Soy jubilada.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Hay que ser cautos.,,"6/30/2020, 1:51:21 AM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Enfermera,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Siempre que los controles sean efectivos la circulacion sera posible  ,,"6/30/2020, 4:36:53 AM"
Mujer,Entre 56 y 65 años,Otra provincia,Cordoba,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en un estudio de abogados ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 9:34:45 AM"
Mujer,Entre 36 y 45 años,Otra provincia,Formosa,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Minorista,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:08:03 AM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Empleada en negro de comercio . Desde Marzo sin trabajo y sin nada para cobrar . Cobre 2 veces el Ife,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es peligroso se lleva el virus a otros lugares que estan limpios,,"6/30/2020, 11:24:46 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,Cordoba,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Trabajo,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No sería terrible,,"6/30/2020, 11:36:29 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Paseo perros y vivo de eso y el estado tarda en dar ayudas a los que vivimos al dia,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Por ahora no me parece bien,,"6/30/2020, 12:09:16 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Tdf,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Todo un desastre,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Hay q terner cuidados y orotocolos,,"6/30/2020, 12:17:16 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Soy docente,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Innecesario,,"6/30/2020, 12:52:12 PM"
Mujer,Más de 66 años,Otra provincia,Sta Fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilada con tratamiento médico que se complica con la cuarentena ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Hacer un protocolo para ingresar o regresar. Fácil   La gente necesita trabajar,,"6/30/2020, 12:59:07 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Corrientes ,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy ama de casa.ayudo a mi hijo en los deberes de la escuela. ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Siempre y cuando cumplan con los protocolos. Y se respeten desiciones del gobierno. .,,"6/30/2020, 2:00:17 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Operaria de fabrica,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,X ahora es imposible,,"6/30/2020, 2:05:50 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Totalmente necesaria para la circulación, al menos en autos particulares.",,"6/30/2020, 2:26:19 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 2:32:36 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial","Me dedico a cuidar ancianos en domicilio,antes viajaba todos los días  ,ahora me quedo ,una semana  yo una semana otra chica  me movilizo en bici  de esa manera aislamos bien al anciano ",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Solo donde no hay casos ,,"6/30/2020, 2:58:02 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 3:13:18 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 3:21:59 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy vendedora  cuenta propia y ya no doy más,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Le es necesario hacerlo porque también  dependemos de ellas nuestro familiares y amigos viven en ellas,,"6/30/2020, 3:28:17 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Córdoba ,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Se desparramaria el virus desde provincias más afectadas,,"6/30/2020, 3:48:12 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 3:54:04 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,Buenos Aires ,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Trabajaba hasta que comenzó la pandemia.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Me parece que se puede multiplicar los casos. ,,"6/30/2020, 4:20:33 PM"
Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en salud.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Estoy de acuerdo que se pueda circular en cualquier lado, principalmente que no le pongan tantas objeciones, trámites y gastos a la gente 1ue debe ir a médicos y clínicas. Después dicen que la gente no va por miedo, es mentira, no van porque cuestan caros los remis, les piden muchos certificados de circulación en algunos lugares, que los mayores ni saben hacer, como ocurre en Mar del Plata,  y la gente se termina muriendo.",,"6/30/2020, 4:31:19 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Artesana,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con controles y protocolos estrictos,,"6/30/2020, 4:49:53 PM"
Mujer,,Otra provincia,Entre Rios,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ya no trabajo mas afuera..tejo coso en casa ..,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Opino k x ahora no. Xk los casos en E Rios tds traedos de bs as.en mi pueblo no hubo ni un caso...pero aca de chaco, bs as y provincias endemicas..no entran..rr bien nos cuida el intendente  muy extricto ya k es un pueblo chico..nos conocemos todos y muy bien por nuestro presidente...esperemos despues de 18 dias ahi creo k ya esta...me preocupa los negocios k sierran de a ratos cusndo pienso me da panico y del verdadero ya estube depre...por mis hijos k viven en bs as y nuera embarazada..es td un  tema",,"6/30/2020, 5:17:56 PM"
Mujer,Entre 46 y 55 años,Otra provincia,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Soy docente con cambio de tarea. Recibo on line actividades relacionadas con mi profesion.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Considero que depende de la cantidad de casos que haya en cada una. Es relativo, ya que hay provincias que tienen poco o ningùn caso. Ùnicamente en casos excepcionales.",,"6/30/2020, 5:37:15 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Entre Rios,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Soy comerciante y debí cerrar las veces que desde las autoridades lo legislaron.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Es necesario pero deben existir controles muy extrictos y no deben pernoctar en ningún lugar sin cumplir con una cuarentena bien controlada.,,"6/30/2020, 6:57:55 PM"
Mujer,Entre 56 y 65 años,,La pampa,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Soy discapacitada ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es muy peligrosa por contagios,,"6/30/2020, 8:28:50 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es esencial aguardar. Aún es riesgoso. ,,"6/30/2020, 9:03:07 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","Docente, Zoom, armado de clases, actividades y correcciones. ",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No es el momento. ,,"6/30/2020, 9:03:50 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,hago zumba y ritmos latinos,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,vivo en villa gesell donde no hay covid para nada estoy de acuerdo,,"6/30/2020, 9:04:41 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,Pcia BS as,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama d casa y estoy con un poco d discapacidad en mis caderas operadas,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Cuidarese,,"6/30/2020, 9:39:46 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Trabajo independiente. Gimnasio,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No es el tiempo ,,"6/30/2020, 10:32:35 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 10:44:41 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,,Trabajo en forma independiente vendedora ambulante ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 10:44:57 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online","Es muy complicado mi trabajo online. Soy psicologa y si bien se pueden realizar encuentros virtuales, es muy complejo",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Que mientras no se regule la vida social a partir de la conciencia y la responsabilidad personal, esto será eterno",,"6/30/2020, 11:02:19 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:13:37 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:17:41 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:27:42 PM"
Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:14:53 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:39:29 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,lomas de Zamora,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy Ama de Casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,No tendría que haber circulacion,,"7/1/2020, 1:14:59 AM"
Mujer,Entre 46 y 55 años,Otra provincia,Córdoba ,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Empleada ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Por ahora no sería prudente ,,"7/1/2020, 1:15:51 AM"
Mujer,Entre 56 y 65 años,Otra provincia,TUCUMÁN,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Ama de casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"No se debe hacer...hay provincias con mucha circulación del virus y otras que tienen casos,pero son por las personas que llegan de otros lugares..",,"7/1/2020, 6:54:32 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Proteccionista animal,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Si la circulación es entre pcias que no registran casos me parece bien,,"7/1/2020, 7:46:55 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Salud,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Solo hay q tener en cuenta tomar las precauciones necesarias al ingresar a la ciudad. X ejemplo junin pcia bs.as.,,"7/1/2020, 7:58:51 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 8:16:42 AM"
Mujer,Entre 46 y 55 años,Otra provincia,Río Negro,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en salud,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Podría entre provincias sin circulación viral,,"7/1/2020, 8:30:47 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 9:07:24 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Soy Empleada independiente y tengo que ir a trabajar para tener plata todos los dias,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Esta perfecto, tomando las precauciones del caso",,"7/1/2020, 10:19:18 AM"
Mujer,Entre 56 y 65 años,Otra provincia,Córdoba ,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy jubilada docente.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"El virus sigue vigente, es sumamente contagioso y la circulación es una vía de contagiarse.",,"7/1/2020, 11:04:41 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Desesperada sin poder trabajar,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Tengo miedo al contagio,,"7/1/2020, 12:28:42 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:25:26 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Lo que está pasando es una barbaridad,entre provincias,en todo el país y el mundo,ojalá esto termine y la humanidad empiece a cambiar las cosas que dañan al planeta",,"7/1/2020, 1:38:37 PM"
Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Curso por internet,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,La circulación entre provincias hace que junto con la gente circule el virus.,,"7/1/2020, 2:32:36 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Chubut,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 3:26:04 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Misiones ,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Personal de salud ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No circulación ,,"7/1/2020, 3:56:51 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 3:56:56 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Tucumán ,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 5:27:54 PM"
Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Esta bien siempre y cuando tengan control sobre quien entra y quien sale en la provincia.,,"7/1/2020, 5:51:06 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:26:46 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Chubut,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Comercio ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es la necesidad del libre tránsito ,,"7/1/2020, 6:31:39 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Empleada administrativa,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Se debe hacer vida normal con los cuidados correspondientes,,"7/1/2020, 6:33:15 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es muy peligrosos x el virus hay q cuidar l vida y q no sature el sistema sanitario gracias precidente,,"7/1/2020, 6:38:03 PM"
Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Si no hay circulación del virus hace más de una semana me parece bien ,,"7/1/2020, 7:13:57 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Chaco,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 7:22:30 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 7:50:59 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Córdoba ,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Ama de casa ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Córdoba  no tiene muchos casos de corona y no me gustaría  que vengan  de buenos Aires ,,"7/1/2020, 8:03:34 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"No podemos Vivir encerrados, eso no es cuidar a la poblacion. Debe ser una Cuarentena Inteligente",,"7/1/2020, 8:15:49 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Neuquen,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial","Vivero Municipal de Villa La Angostura, Provincia del Neuquen.",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"De ser Necesario se debe poder circular entre Provincias...Con Todos los Protocolos de Seguridad y Sentido Común, Obvio",,"7/1/2020, 8:15:51 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 8:25:18 PM"
Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Técnica en laboratorio Hospital ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Con barbijo y distsnciamiento social no hay problema,,"7/1/2020, 8:51:42 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Peluquería,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 9:42:42 PM"
Mujer,Entre 56 y 65 años,Otra provincia,VIVO EN ROSARIO  DE SANTA FE.LA CUARENTENA  ME TOCÓ EN SALTA ,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",YO TRABAJO EN ROSARIO. AQUÍ EN SALTA NO TRABAJO,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,HAY MAYOR RIESGO. ,,"7/1/2020, 9:58:33 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Santa fe -Rosario.,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama de casa desocupada.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesario para el abastecimiento. ,,"7/1/2020, 10:04:10 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 10:09:35 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 10:30:09 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Empleada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,En lugares donde no hay circulación de virus se tendría que dejar circular. Ya cada uno aprendió como cuidarse y cuidar a su semejante. Además hasta que no haya una vacuna nos vamos a contagiar indefectiblemente.,,"7/1/2020, 10:59:12 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Tierra Del fuego,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Esencial,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 11:13:15 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 11:26:10 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Hola soy peluquera desde marzo no trabajo no me dieron IFE ni credito monotributista alguien me puede decir como sigo ?? ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 11:36:08 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Provincia buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Habría que esperar,,"7/1/2020, 11:46:09 PM"
